NIC;Estrato;Personas;Ingresos;Gastos;Cartera;QSAT;ProbPago;Consumo
1968272;2;2;6213840.34;5385026.8;1;36;0.742;544016
2185555;2;3;8115633.84;7033092.44;1;60;0.676;891254
1892488;4;3;13626625.05;12324287.8;1;76;0.303;1156958
1516769;1;4;7884198.39;6843587.25;1;90;0.72;667575
1393358;3;5;5564378.88;4820989.92;1;63;0.435;485861
2243318;2;6;1556319.02;1249400.7;0;73;0.95;245490
2088953;2;6;1469297.06;1274943.12;0;88;0.928;234498
2242208;1;5;5486144.37;4528002.99;0;46;0.902;455906
2455849;1;4;7916475.97;7403390.01;0;71;0.135;900050
2980766;2;5;15869273.22;15190788.6;1;83;0.926;1279160
2475034;4;3;7721919.03;7154309.85;0;61;0.647;692300
2424346;4;2;5205950.19;4860938.88;0;75;0.721;639730
1407099;2;3;2125860;1873574.8;1;61;0.821;342166
2990500;4;4;13056134.3;11557118.56;0;69;0.409;1006544
1581299;3;3;3961824.43;3778998.3;0;80;0.408;693247
1435029;2;4;2688055.25;2455428.25;1;75;0.133;311580
2555794;4;3;8152441.1;7379656.05;1;62;0.331;602223
2040667;3;2;11593307.32;10600749.9;0;55;0.809;1111056
1674767;3;5;6777323;5728826.49;0;68;0.246;651520
2213157;2;3;6556166.54;5824433.23;0;63;0.451;669760
1492565;2;6;15918524.64;15340237.25;0;52;0.169;1224920
2817908;4;6;8392140.87;7280094.64;0;61;0.714;743796
2086667;1;5;4029226.24;3668079.8;1;53;0.406;597870
2330378;1;3;2744034.3;2356299.58;1;81;0.635;457302
2185067;3;3;2181998.36;1927916.25;0;54;0.329;320720
2770125;1;6;8427906.38;7415686.08;1;84;0.988;693450
2969033;4;3;5643793.26;4593263.4;0;56;0.306;456300
2548831;1;6;15973850.6;14834672.37;0;46;0.442;1327794
1492395;2;6;7685757.45;7357463.55;0;60;0.561;595008
1822125;4;5;3512751;3025590.75;0;87;0.458;524964
2049797;3;6;2879023.86;2494097.12;0;57;0.9;414318
2982489;4;6;6440736;5416830.87;1;70;0.107;513216
1670750;4;3;3439896.75;2917597.76;0;64;0.895;541323
2002870;3;2;4090370.4;3611558.21;0;68;0.311;636982
1519166;3;5;5805297;5085192.77;0;59;0.249;533368
1652920;3;4;2226096.12;1914652.76;1;90;0.918;329482
1248495;3;6;2743240.4;2536352.4;0;90;0.951;429044
2071962;4;3;4084410.33;3545752.92;0;48;0.134;470421
1728909;1;3;15854356.68;14893583.31;0;63;0.33;1419280
2414092;1;6;8098390.52;6727796.88;0;84;0.425;610324
2241952;1;4;2020755.49;1798792.7;1;59;0.266;338240
2595450;2;3;5988287.14;5318007.37;0;63;0.82;534955
2047252;3;4;8090330.8;7114616.18;0;57;0.293;825600
1548521;2;6;13601726.46;12267125.85;0;67;0.182;1008067
2150990;3;4;12328989.42;11010205.56;0;83;0.476;967908
1553065;1;5;5183443.04;4585450.56;0;74;0.368;475456
1968900;1;6;12150627.09;11290003.9;0;44;0.833;1168219
1326848;1;2;3356314.47;2988080.52;1;89;0.46;583799
2430688;4;3;10768363.2;9465270.88;1;69;0.852;827207
2554093;3;2;13623980.2;11888678.4;0;78;0.551;1064250
1484230;4;2;6737787.68;6174332.94;1;54;0.506;704459
1858630;4;6;5695556.12;4529436.6;1;89;0.442;427830
2658853;4;2;2836537.05;2466730.11;1;69;0.652;320110
2430308;3;2;4280465.04;3521869.08;1;69;0.799;671016
2374865;1;2;8102416.88;7261899.54;0;79;0.865;916992
2308858;1;6;9961581;8743498.5;0;74;0.978;826554
2798728;1;2;5789521.01;5209376.4;1;54;0.198;564055
1464473;3;5;7668443.22;7033105.45;1;48;0.912;807364
2845957;3;3;5326559.89;4706981.32;0;58;0.381;413220
1314521;1;2;3970002.61;3527178.62;1;62;0.396;426405
1639898;1;5;9559107.75;9418019.8;1;74;0.586;808515
1325853;1;6;5155935.72;4751049.94;1;57;0.302;543884
2319494;2;3;8472681.54;6842691.44;1;49;0.614;854359
2251996;1;6;1409971.64;1248320.04;1;79;0.251;265848
1396689;2;6;4062878.82;3420742.38;1;47;0.616;708435
2112348;3;5;2076659.65;1783588.9;0;62;0.787;337938
1989926;4;5;3940334.97;3468382.92;1;51;0.365;364650
1996356;2;2;7704538.92;7214435.41;0;71;0.386;785225
2377430;3;3;5298516.86;4936685.85;1;51;0.263;488104
1324711;4;5;4237010.15;3518195.56;0;57;0.228;394350
1284581;4;5;12257375;10992881.07;1;46;0.989;1129524
2482618;3;2;5533919.1;4767241.41;1;45;0.116;648231
2690765;4;4;10707961.53;9513473.28;1;60;0.367;950532
1384045;4;2;9908024.49;8761613.36;1;43;0.491;947240
2415736;2;5;8410982.18;7066117.68;1;51;0.649;598000
2415687;4;2;13869155.9;12235923;0;67;0.605;1001584
2677020;2;4;16182624.36;14868454.7;0;69;0.749;1281415
1441794;4;2;5501389.82;4536269.1;0;58;0.68;608132
2799781;3;5;6358078.32;5553374.32;1;51;0.149;580545
2268249;3;2;8184440.88;6917668.56;0;54;0.358;641624
1357802;1;2;7876486.52;7380700.2;1;70;0.128;621504
2990426;1;5;11738358.18;10892874.25;0;85;0.96;1157234
2794095;4;4;11398340.52;10437682.32;0;63;0.685;1164144
1248148;2;4;7913087.23;6967649.75;0;68;0.781;808896
1383227;1;3;8116945.14;7369648.02;1;71;0.48;851792
1969319;4;2;2707219.62;2407371.36;0;67;0.348;479988
1338888;4;5;4128749.4;3633811.32;1;83;0.564;739928
2148244;4;6;3892394.64;3513374.7;1;67;0.458;662220
1847585;1;5;7848828.22;7131310.06;0;83;0.565;587202
2472494;4;5;2797204.2;2385339.4;0;64;0.163;424666
1491246;2;5;8128122.03;7168966.47;0;66;0.647;842600
2709430;4;4;6670874.34;5888045.61;0;89;0.733;714074
1974009;3;5;4151843.5;3462108.75;1;70;0.45;727226
2096318;4;4;7103596.64;6177562.09;0;79;0.615;710976
1609606;2;6;5331736.48;4739954.56;1;55;0.911;443003
1750294;4;4;3934062.8;3585412.96;1;67;0.617;456297
1966288;1;5;8142005.91;7362641.3;1;53;0.743;660672
2229907;4;5;2717449.66;2451287.5;1;65;0.444;434412
1879270;3;3;8016821.19;7436093.98;0;77;0.725;657804
2646810;1;5;8193141.6;6904885.44;1;39;0.132;767514
1289365;1;5;11594334.78;11118872.31;0;70;0.859;1050384
2218739;2;5;4129057.24;3745835.4;0;60;0.595;448020
1869608;2;4;4071384.24;3525594.45;1;76;0.33;383943
1541923;2;5;8123601.85;7368562.96;1;47;0.343;811520
1376327;3;3;15475161.08;15158306.7;1;57;0.191;1288200
1267116;1;4;3864862.17;3535920.64;0;84;0.268;468418
1823470;3;3;9978377.8;9155947.8;1;57;0.45;909480
2672616;2;4;16819872.6;15221172.33;0;65;0.598;1239576
1475751;4;5;6201918.78;5414380.2;0;65;0.174;568008
2580043;3;4;8377327.15;7157178.81;0;76;0.492;818088
2290450;1;4;12719637.9;12333244;0;82;0.853;972488
1264159;1;5;10585064.92;10024859.68;0;66;0.743;923544
2653660;4;6;5531226.96;4531056.92;0;72;0.342;636427
1825115;1;2;7915152;6886962.04;0;72;0.642;648620
2192599;2;3;2143356.75;1818424.08;1;55;0.987;365104
2044553;2;3;3441783.08;3048782.49;0;46;0.101;622986
2855766;4;6;1479881.6;1188651.42;1;59;0.955;262856
1239986;4;5;1591567.18;1249275.6;1;78;0.949;263970
2801825;2;2;5316705.46;4923011.04;0;38;0.555;647580
1332166;3;2;3469720.3;2851479.4;0;41;0.392;550614
2530247;1;4;2084758.06;1712875.12;0;58;0.639;310500
2493529;3;3;3534890.18;2933790.3;1;81;0.39;616476
1700732;1;2;2098025.8;1843463.7;1;70;0.817;314640
2543388;4;6;4203131.79;3492876.44;0;86;0.5;415401
1402792;3;2;3929271.12;3420279.6;1;45;0.532;470028
1747580;4;5;4223219.16;3705343.2;1;52;0.967;713648
1332148;4;2;6003168.57;5233160.8;1;56;0.692;565704
2730171;4;4;10326253.67;9239589;0;82;0.641;852240
2634555;3;3;7670204.48;6832831.41;1;79;0.634;721920
2337506;4;6;5831339.14;5198381.37;0;62;0.983;571330
1443410;3;6;12619279.6;12085266.34;1;74;0.357;987321
2952566;4;5;3926735.67;3556394.4;1;50;0.412;417780
2099364;3;6;8381182.11;7505487.6;0;52;0.43;951372
1850974;1;5;10460083.68;8531706.7;0;79;0.215;839787
2684046;2;6;6803282.11;5621383.62;1;63;0.772;774328
1523389;2;5;4176068.54;3460425;1;81;0.753;391839
2295468;1;3;6103090.63;5547769.92;0;54;0.328;552415
2805126;3;2;5232904.8;4585646.64;1;52;0.633;450851
2798688;1;4;1476306.18;1361565.36;1;59;0.403;232680
2255922;3;2;8035673.8;6913050.76;0;68;0.612;783864
1770433;2;3;8003486.07;7311053.13;1;79;0.9;931005
1616735;3;5;10219355.72;8593748.32;1;40;0.196;982422
2364569;3;5;2198862.6;1842929.7;0;89;0.562;351226
1895914;1;2;3451740.72;2990695.4;1;80;0.508;613416
1831850;4;3;5847407.13;5071090.5;0;84;0.974;568974
2601781;4;2;5437805.38;4867513.2;0;61;0.767;652680
1304656;3;4;4150027.88;3755430;0;83;0.247;714966
1476297;1;6;11091897.48;9575536.95;0;69;0.854;932052
1266251;2;4;1431433.8;1259478.05;1;88;0.825;251320
1684026;4;6;7666579.2;6837094;1;64;0.502;818389
1323453;4;3;3891514.4;3570560.48;0;68;0.998;420716
2565113;4;4;2612848;2330810.64;1;90;0.106;502045
1392755;1;5;3410417.54;3134888.08;0;56;0.452;604912
1632561;3;6;4229019.41;3420693.76;0;80;0.942;401940
2472561;2;6;5487771.87;4820480.16;0;55;0.932;590520
1475379;2;5;8234930.16;7241657.28;1;58;0.716;584501
1900328;3;3;6672220.59;5756351.79;1;68;0.606;667184
1522969;2;4;5548485.36;4853088;0;52;0.726;450073
1860479;1;6;2651501.9;2519292.02;1;74;0.813;499752
1694330;3;4;5538060.48;4931585;1;46;0.781;612560
2485788;3;3;10289811.88;9355660.2;1;60;0.909;1003290
2379487;2;4;5301185.95;4844613.54;0;69;0.544;550605
2102690;4;4;5900668;5346759.26;1;71;0.563;534198
1314458;4;6;10672015.2;9648178.96;1;78;0.477;926592
1865252;2;5;11911888.8;11312323.14;0;36;0.771;1116474
2667804;4;6;7779541.2;7325041.14;1;67;0.781;707373
2111407;4;2;8269677.3;7014239.31;0;51;0.902;710520
2634685;3;6;2773058.55;2253368.65;1;86;0.114;478710
1617085;3;5;1520190.18;1340417.7;0;73;0.314;234780
1840424;1;6;5348702.64;4951592.8;0;54;0.924;420716
1796251;4;5;13526201.04;12513663.06;0;89;0.813;1208372
2225646;2;5;8327389.5;7507204.53;1;52;0.591;714715
1706525;2;2;8201107.08;6976506.24;1;46;0.525;618544
2117789;3;6;8365442.47;7095018.45;0;69;0.256;747736
2868016;1;5;15866945.6;14980924.6;1;82;0.962;1276896
2985239;3;2;3948847.42;3528478;0;77;0.312;426995
1816353;1;2;7962642.44;7221767.96;1;63;0.466;886652
2014062;1;2;4163028.87;3442655.4;1;66;0.373;371250
1723964;3;6;16339211.1;15167585.04;0;60;0.27;1212546
2975548;3;6;4075478.1;3396981.36;1;74;0.361;347274
2038915;3;4;8144110.28;7465526.64;0;69;0.937;644000
1246545;1;5;11446597.8;11006188.7;0;67;0.745;1116513
2535149;2;3;3404465.21;2966714.4;0;90;0.761;565460
2424371;2;2;7855999.2;7329631.82;0;68;0.926;677320
2893017;2;5;8420142.46;7101407.79;1;68;0.835;841834
1593860;1;6;8360416.35;7299101;1;54;0.903;729429
1815113;2;5;6259420.5;5051981.85;0;48;0.556;591675
1843462;1;6;9555703.5;9090092.79;0;71;0.546;921834
1927610;2;3;5574029.58;4672612.64;0;56;0.166;570318
1827065;1;6;6069880.96;5137808.13;0;45;0.439;583940
2714260;1;3;10510500.44;8571455.8;1;71;0.55;905505
2595823;1;4;5246805.31;4613193.27;0;91;0.829;537672
2246266;1;6;2161768.5;1873962.4;1;66;0.326;317072
1314457;4;3;13344567.48;12312063.16;0;77;0.129;1180000
1607071;2;5;2768885.37;2503085.76;0;56;0.909;461711
1983753;3;3;9763488;8827351.2;0;50;0.13;844022
2554007;1;3;2194918.44;1772006.32;0;47;0.494;340958
1281263;3;4;13015499.2;11706118.88;1;63;0.516;1005598
2908739;1;3;5580605.68;4765156.48;0;74;0.434;549102
1303118;3;4;6205440;5158568.91;0;68;0.535;555984
1795280;4;2;9555319.34;8743567.32;0;58;0.685;881965
1489885;3;2;5402643.18;4595642.16;0;37;0.439;646325
2619907;2;2;4144477.32;3541751;0;73;0.604;414920
2657002;4;4;9532631.37;8713121.04;1;82;0.472;927810
1740332;3;3;10556772.8;10104502.84;1;75;0.832;775459
2263726;2;6;11696496.9;10294249.52;0;68;0.874;1049436
2360424;2;2;5515896.4;4525346.28;0;83;0.178;491400
1447433;3;4;5621070;4965636.34;0;53;0.713;579723
2139221;1;4;2702608.92;2531416.8;0;72;0.198;438288
2210290;2;4;5644357.08;4722939.24;1;80;0.35;647064
1771125;4;4;2915674.44;2418021.58;1;44;0.695;420686
1995658;1;6;4212711.36;3486203.84;1;56;0.783;365586
1858469;4;6;15774943.2;14947811.33;0;69;0.317;1345830
1279131;2;4;12000675;10504870.82;1;41;0.843;979110
1389147;1;6;16642588.91;14247331.14;1;47;0.651;1237416
1516515;1;2;3893119;3613934.34;0;41;0.812;408360
1849909;3;2;13213544.78;12049080;0;82;0.571;994246
1346910;1;3;4090688.4;3627611.52;0;42;0.359;350871
2909987;3;3;10170042.69;9873647.88;1;48;0.975;821880
2263754;2;5;4162505.52;3473007.36;0;67;0.742;448868
1335620;3;6;5477477.25;4574039.86;1;59;0.815;571802
1623422;2;3;5535028.32;4601659.4;1;58;0.215;649869
1447609;4;4;6444017.25;5816093.49;1;74;0.834;737521
1959968;1;5;2691978.25;2519677.95;0;68;0.299;425462
1802788;1;6;2066451.94;1709585.79;1;39;0.96;379800
2684386;2;4;6427805.24;6231861.54;1;60;0.55;793462
2505305;2;3;1531708.88;1368823.68;1;59;0.488;241920
2786685;3;4;3463674.76;3120531.6;0;59;0.797;546244
2139131;1;5;2788257.6;2335703.68;0;58;0.538;298552
1489838;4;6;2772188.3;2400820.02;0;49;0.699;415800
1705731;2;5;5416493.51;4879117.47;0;84;0.107;572760
1699308;1;3;3468740.7;2856137.72;0;53;0.644;576434
2694612;1;2;2649411.8;2350916;0;59;0.729;273141
2159239;2;4;8009928;6833606.36;0;42;0.588;699331
2586651;1;4;2720339.16;2405035.08;1;53;0.768;318227
1837714;1;4;7786855.22;6967693.92;0;48;0.51;918000
1849760;2;2;7790044.04;6913323.74;0;74;0.821;669312
1504757;3;5;7632156.47;7188376.4;1;70;0.604;680108
1746398;1;6;8391845.82;7451808.92;0;46;0.786;662004
1493144;1;6;2732633.28;2296083.78;1;54;0.671;491380
1439181;4;5;13439855.91;12474392.06;1;64;0.215;1103536
1851828;3;3;4055221.8;3380608.6;0;74;0.588;421400
2028483;1;5;12907516.5;11606501.5;0;66;0.626;1176824
2671248;4;3;8202584.17;6830553.06;0;72;0.606;865580
2202580;1;4;3540690.3;2982851;1;47;0.782;606130
1562553;4;3;8268755.95;7266875.76;0;77;0.488;720576
2704095;4;3;5254986.62;4560915.1;0;47;0.48;433008
2584261;2;5;4157780.32;3533903.56;1;84;0.879;642330
2024742;2;5;2736984.11;2312907.52;1;44;0.506;490590
2039055;2;3;5696386.2;5001842.79;0;35;0.808;491568
2063017;2;2;5510165.45;4909146.1;1;80;0.752;582048
1320793;1;2;5284059;4486600.88;1;44;0.379;581435
2824229;3;5;6369151.05;5428344;0;63;0.732;545307
1909509;2;4;11715862.5;10565611.02;0;58;0.304;1013166
1401193;3;4;8128232;7137228.28;0;42;0.783;664796
1379527;4;4;3532247.73;2963422.35;1;60;0.888;545136
1248591;1;4;2647794.88;2365280.88;1;50;0.42;286760
2559220;2;3;13211032.6;11831337;1;44;0.902;1151680
2687877;3;6;4051214.75;3400025.79;1;78;0.831;645381
1863138;4;2;3964725.9;3416794.72;0;38;0.725;601822
1984043;3;3;3269002.59;2931620.4;1;77;0.345;578690
1988419;1;3;7700172.5;6862164.4;1;58;0.989;703885
1882029;3;4;8184000.18;7101173.43;0;51;0.361;711666
2568148;3;2;12565338;11096019.9;1;85;0.645;1185301
1775723;1;4;4196285.27;3767862.16;0;85;0.781;392897
1770487;1;4;5528210.73;4727698.26;1;55;0.144;479416
2875626;2;2;3353263.2;2909976.65;1;83;0.574;507694
2914918;2;2;5951605.26;5230059.15;0;48;0.149;495075
2895855;4;6;7698698.92;7086418.8;0;90;0.819;579436
1754856;1;6;15445202.92;14415891.1;0;91;0.563;1336892
1740114;4;6;5753532.08;5573428.36;0;58;0.782;543858
1480304;3;3;4256218;3620450.24;1;79;0.549;410159
1954183;1;6;2095412.81;1845799.68;1;78;0.113;354510
2562387;1;5;9930185.65;8571261.96;1;80;0.849;951192
2517550;4;2;4125444.18;3728873.5;0;80;0.535;658710
1841275;2;6;9742104.66;9386179.92;0;75;0.802;919880
1553680;4;4;15681168.24;14735415.7;1;82;0.737;1308540
2200018;1;3;5905944.5;5494275.85;1;52;0.757;505296
2996261;1;5;5436134.88;4631433.66;0;68;0.529;542355
2958078;2;2;5558963.34;4570359.75;1;69;0.393;563066
1692823;2;6;2826148.34;2391493.11;0;73;0.159;302572
1685438;3;3;12708248.8;11637771.09;0;63;0.51;1130657
2130038;2;3;6516695.68;6200852.67;0;40;0.702;690792
1515572;3;2;2612135.24;2344079.4;0;67;0.71;298506
2301766;2;5;8252633.35;7235805;0;78;0.112;867072
1819641;1;4;7709729;7024346.7;1;52;0.189;903168
2234188;2;5;8426712.3;7515021.36;0;73;0.369;787709
1424462;1;5;13087151;11652193.3;1;72;0.703;1182803
1241983;1;5;3245587.92;3042837.33;1;72;0.197;584355
2055848;3;3;2818593;2479227.36;1;55;0.755;322392
1505038;4;6;2702668.54;2443417.86;0;39;0.631;466496
2801631;3;6;3910276.48;3468300.92;0;71;0.25;418159
2552485;1;3;16436891.76;14377507.04;1;53;0.405;1424056
1242807;3;5;4177747.65;3445456.3;0;67;0.161;444432
1916376;2;4;6096158.75;5440196.72;1;49;0.172;564344
2606520;4;6;7692156.92;6936226.85;1;92;0.242;860160
1467019;2;4;8172309.24;7507221.3;1;51;0.376;779766
2530363;2;4;12999538.04;11896262.4;0;85;0.606;977304
1931161;4;2;10366631.26;9806590;1;50;0.828;870200
1494248;2;6;10478789.75;8892333.8;0;38;0.389;837144
1797056;4;3;10174609.15;9471628.78;0;77;0.656;935847
1813485;4;4;11942925;11273956.91;1;71;0.481;1109658
2035147;1;6;2741491.95;2316294.18;1;65;0.816;299782
2085849;4;3;10182861.15;9049775.92;1;73;0.538;938126
1673454;3;3;3479745.5;3052686.56;0;90;0.576;593157
2206746;3;6;8164949.04;7460084.94;1;74;0.973;681383
1646632;2;5;2925434.64;2454473.78;0;72;0.651;305584
2120619;4;2;16438064.45;14161379.04;1;79;0.376;1298388
2487231;2;2;10575418.2;9984201.58;1;79;0.689;853116
2248607;1;5;6342816.24;5507544;1;77;0.625;530712
1240710;1;2;4306754.88;3706233.75;0;46;0.252;466100
1394864;4;3;4304656.51;3425006.56;1;61;0.288;449905
1779119;3;6;8470585.64;7467275.04;1;51;0.163;664560
1691577;2;5;9983300.4;8769907.72;0;76;0.316;837670
1288429;3;3;2668174.08;2445890.33;1;80;0.664;474770
1621898;4;4;4209763.68;3713117.85;1;52;0.816;625559
1479515;1;3;7846796.32;6887206.57;1;45;0.634;729872
2093600;4;2;2183361.56;1712006.96;1;72;0.213;366317
1974881;4;2;3963204.96;3608831.52;0;68;0.133;394350
1515446;4;2;16317632.7;15142541.12;0;77;0.567;1369477
2477725;4;2;5242174.74;4666012.28;1;45;0.526;627270
1554997;2;3;12324976.62;10921060.56;1;76;0.996;1074084
2622089;4;2;4228372.91;3695576.28;1;77;0.543;472800
2999304;4;6;2801024.64;2364466.72;0;60;0.632;279256
2405959;1;4;11268286.4;9960110.96;0;63;0.691;864496
2104671;1;3;10797387.66;9621494.58;1;65;0.125;922332
2821101;4;6;13249636.66;12116684.19;1;55;0.523;1144128
2875887;2;5;8434781.55;6824774.44;1;42;0.185;762240
2204107;2;4;2721342.55;2493588.9;1;43;0.259;421084
2594570;4;5;4223718;3527684.28;1;64;0.557;458640
2294209;1;3;10344985.2;9688112.19;1;62;0.434;785080
2585460;3;5;15705039.4;13969202.38;0;74;0.564;1150560
2238125;4;3;2711079.84;2468402.48;1;77;0.906;415114
1952068;2;6;5719944.3;4553026.94;1;60;0.425;447272
2282440;2;3;11556575.58;10459136.64;0;71;0.691;1105368
2467960;3;3;8339926.92;7103917.71;1;86;0.356;775040
2777544;3;6;3636641.8;3047859.84;1;55;0.905;623079
2328128;3;5;3960507;3715475.76;0;72;0.979;406504
1639561;4;6;5976767.16;5545493.28;1;75;0.662;596065
2360188;4;4;6422990;5835382.39;1;42;0.681;749440
2668527;1;6;5684473.84;4565721.6;1;36;0.162;556332
2230706;4;5;10905003.2;9418310.42;1;52;0.652;947445
2160275;2;6;10037775.15;9029977.15;0;66;0.912;893908
1286840;4;2;16017067.78;15127317.55;1;69;0.939;1418396
2775100;1;6;4082869.58;3587495.94;1;75;0.998;637482
2443920;1;3;12798567;12571772.4;0;73;0.539;1146552
1902999;2;4;3412425.06;2901102.75;0;56;0.849;601224
2361298;2;2;6236915.2;5341987.86;1;73;0.206;546264
1395858;2;2;5579121.69;4729999.76;1;47;0.198;623844
2263380;2;5;2787089.99;2414834.37;1;74;0.414;278452
1373094;1;2;11986435.16;10653233.2;1;60;0.321;1036965
1641719;3;3;4148610.18;3415916.04;0;50;0.774;383130
2638698;2;2;5212159.8;4944613.24;0;83;0.35;397880
1979246;3;3;3873784.14;3675609.6;1;67;0.774;418856
2084272;4;6;6143570.88;5505735.1;0;89;0.296;490728
1376879;1;2;10328178.3;9507508.52;0;65;0.969;810006
2820744;3;6;3288932.58;2974910.4;1;65;0.619;516304
1423813;4;5;4141654.75;3528250.81;0;68;0.815;611567
2207311;2;2;7882149.76;6951339.9;0;59;0.346;611712
1426504;4;6;15367987.36;14776247.7;1;92;0.772;1193128
2704607;3;3;2046721.34;1833265.08;0;43;0.153;306719
1641323;4;5;1573888.56;1286336.96;0;63;0.861;240660
1458618;4;4;4022166.72;3520480.7;0;78;0.203;658710
1899961;2;4;6225529.6;5407882.92;1;70;0.578;543348
2238707;4;6;5680861.86;4668929.28;1;54;0.373;586989
1317453;1;3;15119064.72;14418685.68;0;53;0.706;1380672
2484436;2;6;1516093.6;1291132.7;0;63;0.887;231504
1442868;4;4;2628839.64;2284762;1;81;0.78;304914
2365686;4;3;6607816.95;5948229.87;0;68;0.908;725304
2996358;3;3;8448749.4;7038885;0;70;0.541;903168
2502304;2;4;8011884.4;7112152.5;0;56;0.993;874752
2226305;2;4;5832664.2;5618625.6;0;80;0.982;579312
2129167;2;6;5999245.05;5187123.77;1;67;0.1;580800
1932463;1;6;4103086.35;3600553.44;1;68;0.39;471630
1790275;1;5;6705128.1;6138050.94;0;76;0.544;704728
2550464;4;2;3543368.22;3029997.6;1;67;0.573;591876
2287013;2;4;3946281.21;3558009.95;1;37;0.793;363297
2211799;1;6;13711307.5;12358092.6;1;61;0.415;1005360
1430601;4;6;7911396.33;6883986.48;0;49;0.816;765522
1978615;1;6;5333967.95;4835445;1;51;0.711;576160
1239131;1;3;2062779.6;1869660.8;0;79;0.786;327972
2152347;2;6;15285159.3;15058337.07;0;65;0.414;1317615
2934275;3;3;3910236.33;3739761.41;0;65;0.251;415401
2578142;3;3;13638347.64;11920980.5;1;56;0.357;1186591
2895872;3;6;6614405.46;5726554.7;0;64;0.858;733945
1375731;4;5;2786429.1;2366365.6;0;69;0.388;446954
1413887;3;2;6054375.75;5275848.3;0;63;0.545;605968
1927969;2;5;5713408.87;4884140;0;66;0.824;620880
2628200;2;6;7735645.04;7243438.02;1;50;0.655;623424
2942064;3;3;8387801.92;7496463.48;1;64;0.313;961051
1912487;4;5;15745300.48;15358672.89;0;83;0.379;1146048
1380781;2;5;2103660.76;1869378;1;69;0.733;350966
2268356;4;6;5497764.84;4977667.5;1;62;0.941;571802
2744946;4;3;4083391.8;3572426.25;1;72;0.125;706716
2750026;3;6;10518771.2;9719581.53;0;90;0.631;896458
1348534;4;5;4147011.19;3660679.26;1;83;0.128;495966
1676187;2;4;4255804.41;3720361.68;0;53;0.763;466884
1580130;4;2;2699025.8;2381704.66;0;84;0.37;320051
2427802;2;2;6045993.75;5258152.41;1;65;0.132;498036
1825294;4;5;4109897;3502256.25;0;76;0.651;716092
2474850;1;2;3976619.79;3658477.25;1;51;0.429;473565
2513511;2;3;11010524.65;9946337.46;0;85;0.571;904728
1726998;4;4;12127684.8;11102622.04;0;75;0.887;1062708
1994297;1;3;5402398.08;4731293.4;0;77;0.95;428289
2764577;2;6;2771697.85;2486120;0;46;0.632;447876
2349084;1;2;5628800.81;4539046.07;0;83;0.451;580500
1725613;1;2;2820142.08;2266923.36;1;70;0.442;298284
2009207;1;3;10207553.73;9035891;1;79;0.913;988980
1953596;3;5;3975841;3651192.27;1;40;0.927;413168
2839394;2;3;6524120.88;6098520.48;1;55;0.812;799204
2793066;2;3;8218838.24;7329369.78;1;73;0.251;663040
2975329;1;2;2691106.56;2386097.28;1;74;0.274;298552
1917907;2;4;9961984.08;9393181.38;1;58;0.213;928186
1524542;4;6;7134099.8;6041206.25;0;37;0.816;729008
2793505;4;2;2711599.11;2309436.36;0;78;0.264;436303
1562277;3;4;9926488.32;8633396.19;1;55;0.759;996470
2801191;4;2;8110407.42;7277733.32;0;75;0.386;601234
2525107;4;6;5102177.19;4486714.4;0;67;0.532;397700
2369756;1;5;5149308.72;4549502.88;0;64;0.326;615230
1656289;3;5;7845228.72;7010400.32;0;86;0.107;672409
1497924;1;3;3979896.48;3732387.6;1;69;0.541;668096
1278643;4;5;3536641.83;3089792.16;1;58;0.563;498330
1969297;3;4;2870893.35;2420975.44;1;62;0.547;444432
1568086;1;4;8374876.96;7462342.44;0;58;0.298;599616
1772431;4;5;6373545.75;5344645.6;1;53;0.284;549666
2449697;4;2;4043883.5;3532969.93;1;55;0.858;664037
1376859;3;6;3960322.52;3624544.8;0;40;0.235;416580
1627944;4;2;2780523.28;2519309.52;1;74;0.322;336250
1599265;2;5;12012852.6;10930694.84;0;60;0.769;1110768
2500574;3;2;7002405.45;5755862.7;1;80;0.265;796677
2962489;2;5;13878852.48;12171384.24;1;72;0.294;1165185
1714687;1;4;12956519.06;12716282.4;1;74;0.69;1009382
2727081;4;3;16627553.28;14606518.5;1;43;0.698;1366008
2611096;1;6;6707546.25;5793166.17;0;49;0.117;784460
2935768;3;2;5396937.2;4846788;0;54;0.418;399993
2525169;3;5;9761794.69;8706225.22;1;55;0.894;929774
1815777;1;2;16200612.61;14237861.8;0;75;0.224;1151244
2849875;1;6;8423870.43;7241198.85;0;72;0.256;832642
1897565;2;4;12023700;11238732.11;1;74;0.14;990462
1492115;1;5;10126911.6;8770703.42;0;51;0.465;870028
1844244;3;3;8272330.25;6918994.32;1;78;0.906;755392
1469473;2;5;1494466.7;1355618.08;1;66;0.136;239820
1466461;1;6;7791952.2;7082161.24;1;56;0.205;931138
1345324;4;3;5183693.01;4734943.77;1;83;0.839;476852
2621489;1;4;7831080.81;6830925.2;0;57;0.866;659523
2733257;3;6;12609552.97;10991159.79;0;54;0.224;976440
2389717;4;4;7924303.98;7239700.32;1;84;0.617;953955
2898309;2;3;12824404.1;11789013.6;1;90;0.437;960048
1665512;2;5;8395721.01;6757703.88;0;58;0.964;878220
1676113;4;4;5255605;4719045.3;1;89;0.362;607848
2628572;4;6;8219906.5;6902850.68;0;55;0.596;662400
