CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47
712812408,Attrited Customer,40,F,3,Unknown,Married,Less than $40K,Blue,28
712690458,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,28
714111333,Existing Customer,55,M,1,High School,Married,$60K - $80K,Blue,46
720497958,Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Blue,14
713378133,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39
716513358,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36
718946358,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30
712706058,Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37
789291633,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51
714368883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,36
807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43
714156633,Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,36
817108083,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,35
803421108,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,43
711507783,Attrited Customer,54,F,2,Doctorate,Single,Less than $40K,Blue,42
769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43
710180958,Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33
715964058,Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,31
720995583,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Silver,33
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29
709625733,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17
816594183,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53
710207208,Existing Customer,31,F,1,Unknown,Single,Less than $40K,Blue,18
806219808,Existing Customer,52,M,3,College,Unknown,$120K +,Blue,47
714076683,Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,19
771819258,Existing Customer,52,M,1,Unknown,Married,$120K +,Blue,40
720363258,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,29
710040483,Existing Customer,37,M,3,Uneducated,Unknown,$60K - $80K,Blue,26
771725808,Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,31
720167508,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32
713769258,Existing Customer,36,M,3,College,Married,$120K +,Blue,26
708224133,Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,49
717912483,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27
718739508,Existing Customer,51,F,5,Unknown,Married,Less than $40K,Blue,39
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27
712329933,Attrited Customer,47,F,1,High School,Unknown,Less than $40K,Blue,41
719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,44
715883358,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39
758875908,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,33
809954133,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44
779380908,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,39
787568433,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,33
715955208,Existing Customer,35,F,1,High School,Single,Less than $40K,Blue,26
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,44
713758758,Existing Customer,48,M,2,High School,Married,Less than $40K,Silver,36
714919308,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,36
813153108,Existing Customer,49,M,4,College,Married,$80K - $120K,Blue,44
812597508,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,34
771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36
718587858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,31
716441058,Existing Customer,45,F,4,High School,Single,Less than $40K,Silver,36
710694033,Existing Customer,32,M,0,Graduate,Divorced,$40K - $60K,Blue,36
798481383,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34
712659408,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45
708784908,Existing Customer,47,F,3,Graduate,Unknown,Unknown,Blue,34
789344358,Existing Customer,57,F,1,Unknown,Married,Less than $40K,Blue,47
789354783,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,32
715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36
716029158,Existing Customer,59,M,0,Unknown,Married,$60K - $80K,Blue,36
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,36
711237633,Attrited Customer,49,M,0,Graduate,Married,$60K - $80K,Blue,29
815001108,Existing Customer,48,M,2,Doctorate,Single,Less than $40K,Blue,43
718737708,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,33
769935783,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Blue,34
770146008,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53
716680983,Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36
771217758,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,31
717960033,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36
792565908,Existing Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,30
789012633,Existing Customer,30,F,0,Graduate,Single,Less than $40K,Blue,17
716043258,Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,41
719722308,Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K,Blue,22
813427833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,40
720014358,Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,26
717066408,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,36
720639783,Existing Customer,35,F,1,Uneducated,Single,Unknown,Silver,27
713081583,Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,32
719484408,Existing Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,36
771960708,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,40
783393633,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,37
817889583,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56
716292033,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36
778742358,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,24
771942333,Existing Customer,65,M,1,College,Single,Less than $40K,Blue,54
711213108,Existing Customer,32,M,1,College,Divorced,$80K - $120K,Blue,36
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,49
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28
716343408,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38
715321983,Existing Customer,33,F,2,Doctorate,Married,$40K - $60K,Blue,36
715663458,Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,39
768582033,Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41
770774133,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,39
714241083,Existing Customer,49,F,1,Graduate,Married,Unknown,Blue,39
708238833,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36
712220283,Existing Customer,37,M,2,Graduate,Unknown,$80K - $120K,Blue,28
719143308,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,28
721165608,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Silver,36
714659133,Attrited Customer,47,M,5,High School,Married,$80K - $120K,Blue,37
797898858,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,34
710579583,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,50
803205258,Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,45
710657508,Existing Customer,32,M,0,College,Unknown,Less than $40K,Blue,36
717830583,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,36
716448783,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,39
720011958,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,36
769701258,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,18
757881258,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24
794581533,Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,37
709585758,Existing Customer,41,M,4,High School,Single,$120K +,Blue,28
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34
714244383,Existing Customer,39,M,3,College,Unknown,$80K - $120K,Blue,36
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36
708913233,Existing Customer,37,M,1,High School,Married,$40K - $60K,Blue,28
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36
716915133,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36
715974783,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,40
787617483,Existing Customer,58,F,0,Uneducated,Single,Less than $40K,Blue,48
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31
711873858,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,35
710738883,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,36
779770683,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,36
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49
712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,23
771976683,Existing Customer,54,F,1,College,Married,Unknown,Blue,43
718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35
717387933,Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36
803214108,Existing Customer,33,F,0,High School,Single,Unknown,Blue,27
714048783,Existing Customer,57,M,2,High School,Single,$80K - $120K,Blue,36
819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52
779598183,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,42
712613808,Existing Customer,45,F,5,College,Single,Unknown,Blue,32
712515558,Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,26
826471458,Attrited Customer,42,M,3,Graduate,Married,Less than $40K,Blue,38
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28
717130383,Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue,36
771531708,Existing Customer,46,F,2,Unknown,Single,Unknown,Blue,34
789960783,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Silver,30
712225008,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,44
711783483,Existing Customer,55,F,3,Post-Graduate,Single,$40K - $60K,Blue,46
789079758,Existing Customer,44,M,4,Doctorate,Unknown,$120K +,Blue,32
793543758,Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41
710424408,Existing Customer,63,M,2,Graduate,Married,Less than $40K,Blue,36
772468983,Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26
778714833,Existing Customer,36,F,4,College,Married,Unknown,Blue,18
714829683,Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,36
716370258,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29
715197633,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38
713436183,Existing Customer,42,F,3,High School,Married,$40K - $60K,Blue,29
787638408,Existing Customer,47,F,1,High School,Single,Unknown,Blue,40
717073308,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,31
713901108,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29
716625033,Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue,36
710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36
718675158,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36
720068808,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,32
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31
711220683,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Blue,36
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43
798687258,Existing Customer,40,M,4,Graduate,Married,Less than $40K,Blue,34
717296808,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56
714390858,Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,36
720728133,Existing Customer,44,M,4,Uneducated,Single,$40K - $60K,Blue,33
803216433,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Silver,33
708245808,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,36
788465583,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,35
711466533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33
797641683,Existing Customer,40,M,3,Uneducated,Married,$80K - $120K,Blue,34
717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43
719547033,Attrited Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,31
710219658,Existing Customer,48,F,3,Doctorate,Married,Unknown,Blue,44
716039433,Existing Customer,48,F,2,High School,Single,Less than $40K,Blue,35
719889408,Existing Customer,56,F,4,Uneducated,Married,Less than $40K,Blue,36
709408983,Existing Customer,54,M,2,High School,Married,$120K +,Blue,42
712941483,Attrited Customer,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31
720237408,Existing Customer,59,M,1,Doctorate,Single,$80K - $120K,Blue,49
826148883,Existing Customer,45,M,2,Graduate,Married,$120K +,Blue,41
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47
771037008,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,33
708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39
817245183,Existing Customer,51,M,2,Unknown,Unknown,$120K +,Blue,33
709857033,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50
713735508,Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37
811081083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43
721156758,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,44
809559933,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,40
708900408,Existing Customer,52,F,1,Graduate,Divorced,Unknown,Blue,35
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48
767311008,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,36
789300408,Existing Customer,41,M,4,High School,Married,Less than $40K,Blue,30
708693558,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,38
809276808,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,42
797150733,Attrited Customer,44,M,3,Unknown,Single,$40K - $60K,Blue,38
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27
788246958,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,36
717836733,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36
804344733,Existing Customer,46,F,3,Unknown,Single,Less than $40K,Blue,41
720844008,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,45
716635758,Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue,29
721460283,Attrited Customer,49,F,3,Post-Graduate,Single,Less than $40K,Blue,35
778853358,Existing Customer,59,F,0,College,Single,Less than $40K,Blue,40
715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44
744483633,Existing Customer,35,M,3,Graduate,Married,$120K +,Blue,28
717030633,Existing Customer,46,M,4,College,Single,$60K - $80K,Blue,34
712654233,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,27
788957358,Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,39
779166783,Existing Customer,41,F,4,Unknown,Single,$40K - $60K,Blue,31
713318733,Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,24
712507758,Existing Customer,36,F,2,College,Unknown,Unknown,Blue,24
708338958,Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,36
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,35
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27
716963283,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,38
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53
828236133,Existing Customer,49,M,2,Graduate,Married,$40K - $60K,Blue,45
720164358,Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43
712444533,Existing Customer,43,M,2,High School,Single,$80K - $120K,Blue,36
720377433,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36
714528258,Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K,Blue,39
708602283,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36
789939558,Existing Customer,54,F,2,College,Married,Unknown,Blue,45
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40
717147708,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,34
778880358,Existing Customer,49,F,4,Graduate,Divorced,$40K - $60K,Blue,30
716269308,Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36
715901508,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,25
803968233,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Silver,34
716404383,Attrited Customer,47,F,2,Graduate,Married,Unknown,Blue,36
713675658,Existing Customer,36,F,1,High School,Single,Unknown,Blue,22
712036383,Attrited Customer,49,M,4,High School,Single,$60K - $80K,Blue,30
804577833,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,39
821296083,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,30
720470133,Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,36
710715783,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,45
713285058,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,34
771169458,Existing Customer,41,M,4,College,Married,$120K +,Blue,28
713121408,Existing Customer,38,M,3,College,Married,$80K - $120K,Blue,30
771869508,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,40
753327333,Existing Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,34
717511533,Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue,36
770878458,Existing Customer,27,F,1,Post-Graduate,Married,Less than $40K,Blue,13
714343608,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,36
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,33
712829808,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,29
708085458,Existing Customer,34,F,2,Uneducated,Single,Less than $40K,Blue,24
716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42
721387008,Existing Customer,42,M,4,Graduate,Married,$120K +,Blue,24
718693683,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,53
712542258,Existing Customer,47,F,5,Unknown,Married,Less than $40K,Blue,40
719250783,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,31
712851108,Existing Customer,51,F,3,High School,Married,Unknown,Blue,31
709453833,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40
809984133,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,32
711984633,Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,27
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24
711874833,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,37
711727083,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36
779528658,Existing Customer,42,M,4,College,Unknown,$60K - $80K,Blue,25
789599283,Existing Customer,44,F,3,College,Divorced,Unknown,Blue,38
713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34
708276183,Attrited Customer,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45
715028283,Existing Customer,54,M,1,Graduate,Married,$80K - $120K,Blue,46
711459483,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36
714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,36
816089433,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44
788939358,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33
716194683,Existing Customer,41,M,4,Graduate,Divorced,$40K - $60K,Blue,30
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34
778340733,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,24
711309033,Existing Customer,41,M,2,Unknown,Single,$60K - $80K,Blue,24
769756983,Existing Customer,38,M,3,Graduate,Married,$60K - $80K,Blue,32
711120333,Existing Customer,43,M,5,Unknown,Married,$60K - $80K,Blue,36
711968358,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,44
709977933,Attrited Customer,52,M,5,Uneducated,Married,$80K - $120K,Blue,44
718791708,Attrited Customer,48,M,2,High School,Married,$80K - $120K,Blue,32
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36
713818158,Existing Customer,50,M,1,Doctorate,Single,$80K - $120K,Blue,41
716038533,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,32
709406733,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36
806634783,Existing Customer,38,F,2,College,Married,Less than $40K,Blue,33
714277758,Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue,28
788673708,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,45
716758008,Existing Customer,40,M,5,High School,Single,$40K - $60K,Blue,20
721205508,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,36
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36
779293308,Existing Customer,51,M,4,Graduate,Married,$60K - $80K,Silver,33
787454133,Existing Customer,40,M,2,Unknown,Divorced,$120K +,Blue,26
826467333,Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,53
709339758,Existing Customer,43,M,3,Unknown,Single,$120K +,Blue,30
708113208,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,36
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47
716063583,Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,32
708989358,Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,18
709007883,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,28
751076058,Existing Customer,44,F,4,Unknown,Married,Unknown,Blue,37
709082808,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36
799498158,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22
767269908,Existing Customer,36,M,2,College,Married,$120K +,Blue,29
715174158,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36
717125958,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,38
710806083,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36
769196433,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,49
710596983,Existing Customer,51,M,1,Uneducated,Single,$80K - $120K,Blue,37
767835558,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,36
758408883,Existing Customer,37,F,1,Graduate,Unknown,$40K - $60K,Blue,30
719556558,Existing Customer,46,M,2,Doctorate,Married,$120K +,Blue,34
719834208,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,35
712204308,Existing Customer,33,M,0,Unknown,Single,$40K - $60K,Blue,36
779315508,Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25
709861008,Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30
709383933,Attrited Customer,31,M,2,Unknown,Unknown,$80K - $120K,Blue,18
779320008,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25
818294958,Existing Customer,52,M,2,College,Married,$120K +,Blue,47
780206958,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,39
716453883,Existing Customer,47,M,5,Unknown,Single,$120K +,Blue,39
718949433,Existing Customer,42,F,3,College,Single,Unknown,Silver,31
780219483,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,51
719654283,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,42
803938908,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,44
717278808,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,28
714798783,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,36
710002833,Existing Customer,32,F,1,High School,Married,Unknown,Blue,22
715485483,Attrited Customer,39,F,5,Graduate,Married,Less than $40K,Blue,36
714532158,Existing Customer,55,M,1,Doctorate,Single,$60K - $80K,Blue,36
779447358,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32
710676483,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,36
710832108,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,44
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22
713151258,Existing Customer,55,M,3,Graduate,Single,$40K - $60K,Blue,35
773457558,Existing Customer,45,F,5,College,Single,$40K - $60K,Silver,39
795684783,Existing Customer,48,M,4,High School,Single,$60K - $80K,Blue,42
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43
790201158,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Silver,54
779067408,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,27
717050883,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36
771516333,Existing Customer,41,F,2,Graduate,Unknown,$40K - $60K,Blue,29
718206783,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,36
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35
789248958,Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26
720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32
716484333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40
715241583,Existing Customer,34,M,3,High School,Married,$120K +,Blue,25
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38
712500933,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40
720967233,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,29
803335008,Existing Customer,48,F,2,Graduate,Divorced,Unknown,Blue,43
708269583,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28
715029333,Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue,36
717400533,Existing Customer,54,F,0,High School,Married,Less than $40K,Blue,45
711379083,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42
711929058,Existing Customer,28,M,0,High School,Married,Unknown,Blue,21
